,precision,recall,f1-score,support
1638,0.0,0.0,0.0,1.0
1639,0.0,0.0,0.0,14.0
164,0.0,0.0,0.0,14.0
1640,0.0,0.0,0.0,1.0
1641,0.0,0.0,0.0,0.0
1642,0.0,0.0,0.0,131.0
1643,0.0,0.0,0.0,0.0
1644,0.0,0.0,0.0,301.0
1645,0.0,0.0,0.0,1.0
1646,0.0,0.0,0.0,9.0
1647,0.0,0.0,0.0,4.0
1649,0.0,0.0,0.0,1.0
165,0.0,0.0,0.0,0.0
1650,0.0,0.0,0.0,1.0
1651,0.0,0.0,0.0,0.0
1652,0.0,0.0,0.0,0.0
1653,0.0,0.0,0.0,1.0
1654,0.7894736842105263,0.5555555555555556,0.6521739130434783,27.0
1655,0.0,0.0,0.0,0.0
1659,0.0,0.0,0.0,2.0
166,0.0,0.0,0.0,0.0
1660,0.0,0.0,0.0,0.0
1661,0.0,0.0,0.0,0.0
1662,0.0,0.0,0.0,17.0
1663,0.0,0.0,0.0,2.0
1665,0.0,0.0,0.0,1.0
1666,0.0,0.0,0.0,0.0
1667,0.6666666666666666,0.16666666666666666,0.26666666666666666,12.0
1668,0.6666666666666666,0.4,0.5,5.0
167,0.0,0.0,0.0,1.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1674,0.0,0.0,0.0,0.0
1675,0.0,0.0,0.0,1.0
1676,0.0,0.0,0.0,1.0
1680,0.0,0.0,0.0,0.0
1683,0.0,0.0,0.0,0.0
1684,0.0,0.0,0.0,14.0
1685,0.0,0.0,0.0,1.0
1686,0.0,0.0,0.0,50.0
1687,0.0,0.0,0.0,0.0
1688,0.0,0.0,0.0,2.0
169,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,3.0
1696,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,1.0
1700,0.0,0.0,0.0,1.0
1701,0.0,0.0,0.0,2.0
1702,0.0,0.0,0.0,1.0
